Dates,Blocked,
02-07-2004 to 06-07-2004,0,
03-07-2004 to 07-07-2004,0,
04-07-2004 to 08-07-2004,0,
05-07-2004 to 09-07-2004,0,
06-07-2004 to 10-07-2004,0,
07-07-2004 to 11-07-2004,0,
08-07-2004 to 12-07-2004,0,
09-07-2004 to 13-07-2004,0,
10-07-2004 to 14-07-2004,0,
12-07-2004 to 16-07-2004,0,
13-07-2004 to 17-07-2004,0,
14-07-2004 to 18-07-2004,0,
15-07-2004 to 19-07-2004,0,
16-07-2004 to 20-07-2004,0,
17-07-2004 to 21-07-2004,0,
18-07-2004 to 22-07-2004,0,
19-07-2004 to 23-07-2004,1,
20-07-2004 to 24-07-2004,1,
21-07-2004 to 25-07-2004,0,
22-07-2004 to 26-07-2004,0,
23-07-2004 to 27-07-2004,0,
24-07-2004 to 28-07-2004,0,
25-07-2004 to 29-07-2004,0,
26-07-2004 to 30-07-2004,0,
27-07-2004 to 31-07-2004,0,
28-07-2004 to 01-08-2004,0,
29-07-2004 to 02-08-2004,1,
30-07-2004 to 03-08-2004,1,
31-07-2004 to 04-08-2004,1,
01-08-2004 to 05-08-2004,1,
02-08-2004 to 06-08-2004,1,
03-08-2004 to 07-08-2004,1,
04-08-2004 to 08-08-2004,1,
05-08-2004 to 09-08-2004,1,
07-08-2004 to 11-08-2004,1,
08-08-2004 to 12-08-2004,0,
09-08-2004 to 13-08-2004,0,
10-08-2004 to 14-08-2004,0,
11-08-2004 to 15-08-2004,0,
12-08-2004 to 16-08-2004,0,
13-08-2004 to 17-08-2004,0,
14-08-2004 to 18-08-2004,0,
15-08-2004 to 19-08-2004,0,
17-08-2004 to 21-08-2004,0,
18-08-2004 to 22-08-2004,0,
19-08-2004 to 23-08-2004,0,
20-08-2004 to 24-08-2004,0,
21-08-2004 to 25-08-2004,0,
22-08-2004 to 26-08-2004,0,
23-08-2004 to 27-08-2004,0,
24-08-2004 to 28-08-2004,0,
25-08-2004 to 29-08-2004,0,
26-08-2004 to 30-08-2004,0,
27-08-2004 to 31-08-2004,0,
28-08-2004 to 01-06-2005,0,
29-08-2004 to 02-06-2005,0,
30-08-2004 to 03-06-2005,0,
31-08-2004 to 04-06-2005,0,
01-06-2005 to 05-06-2005,0,
02-06-2005 to 06-06-2005,0,
03-06-2005 to 07-06-2005,0,
04-06-2005 to 08-06-2005,0,
05-06-2005 to 09-06-2005,0,
06-06-2005 to 10-06-2005,0,
07-06-2005 to 11-06-2005,0,
08-06-2005 to 12-06-2005,0,
09-06-2005 to 13-06-2005,0,
10-06-2005 to 14-06-2005,0,
11-06-2005 to 15-06-2005,0,
13-06-2005 to 17-06-2005,0,
14-06-2005 to 18-06-2005,0,
15-06-2005 to 19-06-2005,0,
16-06-2005 to 20-06-2005,1,
17-06-2005 to 21-06-2005,0,
18-06-2005 to 22-06-2005,0,
19-06-2005 to 23-06-2005,0,
20-06-2005 to 24-06-2005,0,
21-06-2005 to 25-06-2005,0,
22-06-2005 to 26-06-2005,0,
23-06-2005 to 27-06-2005,0,
24-06-2005 to 28-06-2005,0,
25-06-2005 to 29-06-2005,0,
26-06-2005 to 30-06-2005,0,
27-06-2005 to 01-07-2005,0,
28-06-2005 to 02-07-2005,0,
29-06-2005 to 03-07-2005,0,
30-06-2005 to 04-07-2005,0,
01-07-2005 to 05-07-2005,0,
02-07-2005 to 06-07-2005,0,
03-07-2005 to 07-07-2005,0,
04-07-2005 to 08-07-2005,0,
05-07-2005 to 09-07-2005,0,
06-07-2005 to 10-07-2005,0,
07-07-2005 to 11-07-2005,0,
08-07-2005 to 12-07-2005,1,
09-07-2005 to 13-07-2005,0,
10-07-2005 to 14-07-2005,0,
11-07-2005 to 15-07-2005,0,
12-07-2005 to 16-07-2005,0,
13-07-2005 to 17-07-2005,0,
14-07-2005 to 18-07-2005,0,
15-07-2005 to 19-07-2005,0,
16-07-2005 to 20-07-2005,0,
17-07-2005 to 21-07-2005,0,
18-07-2005 to 22-07-2005,0,
19-07-2005 to 23-07-2005,0,
20-07-2005 to 24-07-2005,0,
21-07-2005 to 25-07-2005,0,
22-07-2005 to 26-07-2005,0,
23-07-2005 to 27-07-2005,0,
24-07-2005 to 28-07-2005,0,
25-07-2005 to 29-07-2005,0,
26-07-2005 to 30-07-2005,0,
27-07-2005 to 31-07-2005,0,
28-07-2005 to 01-08-2005,0,
29-07-2005 to 02-08-2005,0,
30-07-2005 to 03-08-2005,0,
31-07-2005 to 04-08-2005,0,
01-08-2005 to 05-08-2005,0,
02-08-2005 to 06-08-2005,0,
03-08-2005 to 07-08-2005,0,
04-08-2005 to 08-08-2005,0,
06-08-2005 to 10-08-2005,0,
07-08-2005 to 11-08-2005,0,?
08-08-2005 to 12-08-2005,0,
09-08-2005 to 13-08-2005,0,
10-08-2005 to 14-08-2005,0,
11-08-2005 to 15-08-2005,0,
13-08-2005 to 17-08-2005,0,
14-08-2005 to 18-08-2005,0,
15-08-2005 to 19-08-2005,0,
16-08-2005 to 20-08-2005,0,
17-08-2005 to 21-08-2005,0,
18-08-2005 to 22-08-2005,1,
19-08-2005 to 23-08-2005,0,
20-08-2005 to 24-08-2005,0,
21-08-2005 to 25-08-2005,0,
22-08-2005 to 26-08-2005,0,
23-08-2005 to 27-08-2005,0,
24-08-2005 to 28-08-2005,0,
25-08-2005 to 29-08-2005,0,
26-08-2005 to 30-08-2005,0,
27-08-2005 to 31-08-2005,0,
28-08-2005 to 01-06-2006,0,
29-08-2005 to 02-06-2006,0,
30-08-2005 to 03-06-2006,0,
31-08-2005 to 04-06-2006,0,
01-06-2006 to 05-06-2006,0,
02-06-2006 to 06-06-2006,0,
03-06-2006 to 07-06-2006,0,
04-06-2006 to 08-06-2006,0,
05-06-2006 to 09-06-2006,0,
06-06-2006 to 10-06-2006,0,
07-06-2006 to 11-06-2006,0,
08-06-2006 to 12-06-2006,1,
09-06-2006 to 13-06-2006,1,
10-06-2006 to 14-06-2006,0,
11-06-2006 to 15-06-2006,0,
12-06-2006 to 16-06-2006,0,
13-06-2006 to 17-06-2006,0,
14-06-2006 to 18-06-2006,0,
15-06-2006 to 19-06-2006,0,
16-06-2006 to 20-06-2006,0,
17-06-2006 to 21-06-2006,0,
18-06-2006 to 22-06-2006,0,
19-06-2006 to 23-06-2006,0,
20-06-2006 to 24-06-2006,0,
21-06-2006 to 25-06-2006,0,
22-06-2006 to 26-06-2006,0,
23-06-2006 to 27-06-2006,0,
24-06-2006 to 28-06-2006,0,
25-06-2006 to 29-06-2006,0,
26-06-2006 to 30-06-2006,1,
27-06-2006 to 01-07-2006,1,
28-06-2006 to 02-07-2006,1,
29-06-2006 to 03-07-2006,1,
30-06-2006 to 04-07-2006,1,
01-07-2006 to 05-07-2006,1,
02-07-2006 to 06-07-2006,1,
03-07-2006 to 07-07-2006,0,
04-07-2006 to 08-07-2006,0,
05-07-2006 to 09-07-2006,0,
06-07-2006 to 10-07-2006,0,
08-07-2006 to 12-07-2006,1,
09-07-2006 to 13-07-2006,1,
10-07-2006 to 14-07-2006,1,
11-07-2006 to 15-07-2006,1,
12-07-2006 to 16-07-2006,1,
13-07-2006 to 17-07-2006,1,
14-07-2006 to 18-07-2006,1,
15-07-2006 to 19-07-2006,1,
16-07-2006 to 20-07-2006,1,
17-07-2006 to 21-07-2006,1,
18-07-2006 to 22-07-2006,1,
19-07-2006 to 23-07-2006,1,
20-07-2006 to 24-07-2006,1,
21-07-2006 to 25-07-2006,1,
22-07-2006 to 26-07-2006,1,
23-07-2006 to 27-07-2006,1,
24-07-2006 to 28-07-2006,0,
25-07-2006 to 29-07-2006,0,
26-07-2006 to 30-07-2006,0,
27-07-2006 to 31-07-2006,0,
28-07-2006 to 01-08-2006,0,
29-07-2006 to 02-08-2006,0,
30-07-2006 to 03-08-2006,0,
31-07-2006 to 04-08-2006,0,
01-08-2006 to 05-08-2006,0,
02-08-2006 to 06-08-2006,0,
03-08-2006 to 07-08-2006,1,
05-08-2006 to 09-08-2006,0,
06-08-2006 to 10-08-2006,0,
07-08-2006 to 11-08-2006,0,
09-08-2006 to 13-08-2006,0,
10-08-2006 to 14-08-2006,0,
11-08-2006 to 15-08-2006,1,
12-08-2006 to 16-08-2006,0,
13-08-2006 to 17-08-2006,0,
14-08-2006 to 18-08-2006,0,
15-08-2006 to 19-08-2006,0,
16-08-2006 to 20-08-2006,0,
17-08-2006 to 21-08-2006,0,
18-08-2006 to 22-08-2006,0,
19-08-2006 to 23-08-2006,0,
20-08-2006 to 24-08-2006,1,
21-08-2006 to 25-08-2006,0,
22-08-2006 to 26-08-2006,0,
23-08-2006 to 27-08-2006,0,
24-08-2006 to 28-08-2006,0,
25-08-2006 to 29-08-2006,0,
26-08-2006 to 30-08-2006,0,
27-08-2006 to 31-08-2006,0,
28-08-2006 to 01-06-2007,0,
29-08-2006 to 02-06-2007,0,
30-08-2006 to 03-06-2007,0,
31-08-2006 to 04-06-2007,0,
01-06-2007 to 05-06-2007,1,
02-06-2007 to 06-06-2007,1,
03-06-2007 to 07-06-2007,1,
04-06-2007 to 08-06-2007,1,
05-06-2007 to 09-06-2007,1,
07-06-2007 to 11-06-2007,0,
08-06-2007 to 12-06-2007,0,
09-06-2007 to 13-06-2007,0,
10-06-2007 to 14-06-2007,0,
11-06-2007 to 15-06-2007,0,
12-06-2007 to 16-06-2007,0,
13-06-2007 to 17-06-2007,0,
14-06-2007 to 18-06-2007,0,
15-06-2007 to 19-06-2007,0,
16-06-2007 to 20-06-2007,1,
17-06-2007 to 21-06-2007,0,
18-06-2007 to 22-06-2007,0,
19-06-2007 to 23-06-2007,0,
20-06-2007 to 24-06-2007,0,
21-06-2007 to 25-06-2007,0,
22-06-2007 to 26-06-2007,0,
23-06-2007 to 27-06-2007,0,
24-06-2007 to 28-06-2007,0,
25-06-2007 to 29-06-2007,0,
26-06-2007 to 30-06-2007,0,
27-06-2007 to 01-07-2007,0,
28-06-2007 to 02-07-2007,0,
29-06-2007 to 03-07-2007,0,
30-06-2007 to 04-07-2007,0,
01-07-2007 to 05-07-2007,0,
02-07-2007 to 06-07-2007,0,
03-07-2007 to 07-07-2007,0,
04-07-2007 to 08-07-2007,0,
06-07-2007 to 10-07-2007,0,
07-07-2007 to 11-07-2007,0,
08-07-2007 to 12-07-2007,0,
09-07-2007 to 13-07-2007,0,
10-07-2007 to 14-07-2007,0,
11-07-2007 to 15-07-2007,0,
12-07-2007 to 16-07-2007,0,
13-07-2007 to 17-07-2007,0,
14-07-2007 to 18-07-2007,0,
15-07-2007 to 19-07-2007,0,
16-07-2007 to 20-07-2007,0,
17-07-2007 to 21-07-2007,0,
18-07-2007 to 22-07-2007,0,
19-07-2007 to 23-07-2007,0,
20-07-2007 to 24-07-2007,0,
21-07-2007 to 25-07-2007,0,
22-07-2007 to 26-07-2007,0,
23-07-2007 to 27-07-2007,0,
24-07-2007 to 28-07-2007,0,
25-07-2007 to 29-07-2007,0,
26-07-2007 to 30-07-2007,0,
27-07-2007 to 31-07-2007,0,
28-07-2007 to 01-08-2007,0,
29-07-2007 to 02-08-2007,0,
30-07-2007 to 03-08-2007,0,
31-07-2007 to 04-08-2007,0,
01-08-2007 to 05-08-2007,0,
02-08-2007 to 06-08-2007,0,
03-08-2007 to 07-08-2007,0,
04-08-2007 to 08-08-2007,0,
05-08-2007 to 09-08-2007,1,
06-08-2007 to 10-08-2007,1,
07-08-2007 to 11-08-2007,1,
08-08-2007 to 12-08-2007,0,
09-08-2007 to 13-08-2007,0,
10-08-2007 to 14-08-2007,0,
11-08-2007 to 15-08-2007,0,
12-08-2007 to 16-08-2007,0,
13-08-2007 to 17-08-2007,0,
14-08-2007 to 18-08-2007,0,
15-08-2007 to 19-08-2007,0,
16-08-2007 to 20-08-2007,0,
17-08-2007 to 21-08-2007,0,
18-08-2007 to 22-08-2007,0,
19-08-2007 to 23-08-2007,0,
20-08-2007 to 24-08-2007,0,
21-08-2007 to 25-08-2007,1,
22-08-2007 to 26-08-2007,1,
23-08-2007 to 27-08-2007,0,
24-08-2007 to 28-08-2007,0,
25-08-2007 to 29-08-2007,0,
26-08-2007 to 30-08-2007,0,
27-08-2007 to 31-08-2007,0,
28-08-2007 to 01-06-2008,0,
29-08-2007 to 02-06-2008,0,
30-08-2007 to 03-06-2008,0,
31-08-2007 to 04-06-2008,0,
01-06-2008 to 05-06-2008,1,
02-06-2008 to 06-06-2008,1,
03-06-2008 to 07-06-2008,1,
04-06-2008 to 08-06-2008,0,
05-06-2008 to 09-06-2008,0,
06-06-2008 to 10-06-2008,0,
07-06-2008 to 11-06-2008,0,
08-06-2008 to 12-06-2008,0,
09-06-2008 to 13-06-2008,0,
10-06-2008 to 14-06-2008,0,
11-06-2008 to 15-06-2008,0,
12-06-2008 to 16-06-2008,0,
13-06-2008 to 17-06-2008,0,
14-06-2008 to 18-06-2008,0,
15-06-2008 to 19-06-2008,0,
16-06-2008 to 20-06-2008,0,
17-06-2008 to 21-06-2008,0,
18-06-2008 to 22-06-2008,0,
19-06-2008 to 23-06-2008,0,
20-06-2008 to 24-06-2008,0,
21-06-2008 to 25-06-2008,0,
22-06-2008 to 26-06-2008,0,
23-06-2008 to 27-06-2008,1,
24-06-2008 to 28-06-2008,1,
25-06-2008 to 29-06-2008,1,
26-06-2008 to 30-06-2008,1,
27-06-2008 to 01-07-2008,1,
28-06-2008 to 02-07-2008,0,
29-06-2008 to 03-07-2008,0,
30-06-2008 to 04-07-2008,0,
01-07-2008 to 05-07-2008,0,
02-07-2008 to 06-07-2008,0,
03-07-2008 to 07-07-2008,0,
04-07-2008 to 08-07-2008,0,
05-07-2008 to 09-07-2008,0,
06-07-2008 to 10-07-2008,0,
07-07-2008 to 11-07-2008,0,
08-07-2008 to 12-07-2008,0,
09-07-2008 to 13-07-2008,0,
10-07-2008 to 14-07-2008,0,
11-07-2008 to 15-07-2008,0,
12-07-2008 to 16-07-2008,0,
13-07-2008 to 17-07-2008,0,
14-07-2008 to 18-07-2008,0,
15-07-2008 to 19-07-2008,0,
16-07-2008 to 20-07-2008,0,
17-07-2008 to 21-07-2008,0,
18-07-2008 to 22-07-2008,0,
19-07-2008 to 23-07-2008,0,
20-07-2008 to 24-07-2008,0,
21-07-2008 to 25-07-2008,0,
22-07-2008 to 26-07-2008,0,
23-07-2008 to 27-07-2008,0,
24-07-2008 to 28-07-2008,1,
25-07-2008 to 29-07-2008,1,
26-07-2008 to 30-07-2008,1,
27-07-2008 to 31-07-2008,1,
28-07-2008 to 01-08-2008,1,
29-07-2008 to 02-08-2008,0,
30-07-2008 to 03-08-2008,0,
31-07-2008 to 04-08-2008,0,
01-08-2008 to 05-08-2008,0,
02-08-2008 to 06-08-2008,0,
03-08-2008 to 07-08-2008,0,
04-08-2008 to 08-08-2008,0,
05-08-2008 to 09-08-2008,0,
06-08-2008 to 10-08-2008,0,
07-08-2008 to 11-08-2008,0,
08-08-2008 to 12-08-2008,0,
09-08-2008 to 13-08-2008,0,
10-08-2008 to 14-08-2008,0,
11-08-2008 to 15-08-2008,0,
12-08-2008 to 16-08-2008,0,
13-08-2008 to 17-08-2008,0,
14-08-2008 to 18-08-2008,0,
15-08-2008 to 19-08-2008,0,
16-08-2008 to 20-08-2008,0,
17-08-2008 to 21-08-2008,0,
18-08-2008 to 22-08-2008,0,
19-08-2008 to 23-08-2008,0,
20-08-2008 to 24-08-2008,0,
21-08-2008 to 25-08-2008,0,
22-08-2008 to 26-08-2008,0,
23-08-2008 to 27-08-2008,0,
24-08-2008 to 28-08-2008,0,
25-08-2008 to 29-08-2008,0,
26-08-2008 to 30-08-2008,0,
27-08-2008 to 31-08-2008,0,
28-08-2008 to 01-06-2009,0,
29-08-2008 to 02-06-2009,0,
30-08-2008 to 03-06-2009,0,
31-08-2008 to 04-06-2009,0,
01-06-2009 to 05-06-2009,0,
02-06-2009 to 06-06-2009,0,
03-06-2009 to 07-06-2009,0,
04-06-2009 to 08-06-2009,0,
05-06-2009 to 09-06-2009,0,
06-06-2009 to 10-06-2009,0,
07-06-2009 to 11-06-2009,0,
08-06-2009 to 12-06-2009,0,
09-06-2009 to 13-06-2009,0,
10-06-2009 to 14-06-2009,0,
11-06-2009 to 15-06-2009,0,
12-06-2009 to 16-06-2009,0,
13-06-2009 to 17-06-2009,0,
14-06-2009 to 18-06-2009,0,
15-06-2009 to 19-06-2009,0,
16-06-2009 to 20-06-2009,0,
17-06-2009 to 21-06-2009,0,
18-06-2009 to 22-06-2009,0,
19-06-2009 to 23-06-2009,0,
20-06-2009 to 24-06-2009,0,
21-06-2009 to 25-06-2009,0,
22-06-2009 to 26-06-2009,0,
23-06-2009 to 27-06-2009,1,
24-06-2009 to 28-06-2009,1,
25-06-2009 to 29-06-2009,1,
26-06-2009 to 30-06-2009,1,
27-06-2009 to 01-07-2009,1,
28-06-2009 to 02-07-2009,1,
29-06-2009 to 03-07-2009,1,
30-06-2009 to 04-07-2009,0,
01-07-2009 to 05-07-2009,0,
02-07-2009 to 06-07-2009,0,
03-07-2009 to 07-07-2009,0,
04-07-2009 to 08-07-2009,0,
05-07-2009 to 09-07-2009,0,
06-07-2009 to 10-07-2009,0,
07-07-2009 to 11-07-2009,0,
08-07-2009 to 12-07-2009,0,
09-07-2009 to 13-07-2009,0,
10-07-2009 to 14-07-2009,0,
11-07-2009 to 15-07-2009,0,
12-07-2009 to 16-07-2009,0,
13-07-2009 to 17-07-2009,0,
14-07-2009 to 18-07-2009,0,
15-07-2009 to 19-07-2009,0,
16-07-2009 to 20-07-2009,0,
17-07-2009 to 21-07-2009,0,
18-07-2009 to 22-07-2009,0,
19-07-2009 to 23-07-2009,0,
20-07-2009 to 24-07-2009,0,
21-07-2009 to 25-07-2009,0,
22-07-2009 to 26-07-2009,0,
23-07-2009 to 27-07-2009,0,
24-07-2009 to 28-07-2009,0,
25-07-2009 to 29-07-2009,0,
26-07-2009 to 30-07-2009,0,
27-07-2009 to 31-07-2009,0,
28-07-2009 to 01-08-2009,0,
29-07-2009 to 02-08-2009,0,
30-07-2009 to 03-08-2009,0,
31-07-2009 to 04-08-2009,0,
01-08-2009 to 05-08-2009,0,
02-08-2009 to 06-08-2009,0,
03-08-2009 to 07-08-2009,0,
04-08-2009 to 08-08-2009,1,
05-08-2009 to 09-08-2009,1,
06-08-2009 to 10-08-2009,0,
07-08-2009 to 11-08-2009,0,
08-08-2009 to 12-08-2009,0,
09-08-2009 to 13-08-2009,0,
10-08-2009 to 14-08-2009,0,
11-08-2009 to 15-08-2009,0,
12-08-2009 to 16-08-2009,0,
13-08-2009 to 17-08-2009,0,
14-08-2009 to 18-08-2009,0,
15-08-2009 to 19-08-2009,0,
16-08-2009 to 20-08-2009,0,
17-08-2009 to 21-08-2009,0,
18-08-2009 to 22-08-2009,0,
19-08-2009 to 23-08-2009,0,
20-08-2009 to 24-08-2009,0,
21-08-2009 to 25-08-2009,0,
22-08-2009 to 26-08-2009,0,
23-08-2009 to 27-08-2009,0,
24-08-2009 to 28-08-2009,0,
25-08-2009 to 29-08-2009,0,
26-08-2009 to 30-08-2009,0,
27-08-2009 to 31-08-2009,0,
28-08-2009 to 01-06-2010,0,
29-08-2009 to 02-06-2010,0,
30-08-2009 to 03-06-2010,0,
31-08-2009 to 04-06-2010,0,
01-06-2010 to 05-06-2010,0,
02-06-2010 to 06-06-2010,0,
03-06-2010 to 07-06-2010,0,
04-06-2010 to 08-06-2010,0,
05-06-2010 to 09-06-2010,0,
06-06-2010 to 10-06-2010,0,
07-06-2010 to 11-06-2010,0,
08-06-2010 to 12-06-2010,0,
09-06-2010 to 13-06-2010,0,
10-06-2010 to 14-06-2010,0,
11-06-2010 to 15-06-2010,0,
12-06-2010 to 16-06-2010,0,
13-06-2010 to 17-06-2010,0,
14-06-2010 to 18-06-2010,0,
15-06-2010 to 19-06-2010,0,
16-06-2010 to 20-06-2010,0,
17-06-2010 to 21-06-2010,0,
18-06-2010 to 22-06-2010,0,
19-06-2010 to 23-06-2010,0,
20-06-2010 to 24-06-2010,0,
21-06-2010 to 25-06-2010,0,
22-06-2010 to 26-06-2010,0,
23-06-2010 to 27-06-2010,0,
24-06-2010 to 28-06-2010,0,
25-06-2010 to 29-06-2010,0,
26-06-2010 to 30-06-2010,0,
27-06-2010 to 01-07-2010,0,
28-06-2010 to 02-07-2010,0,
29-06-2010 to 03-07-2010,0,
30-06-2010 to 04-07-2010,0,
01-07-2010 to 05-07-2010,0,
02-07-2010 to 06-07-2010,0,
03-07-2010 to 07-07-2010,0,
04-07-2010 to 08-07-2010,0,
05-07-2010 to 09-07-2010,0,
06-07-2010 to 10-07-2010,0,
07-07-2010 to 11-07-2010,0,
08-07-2010 to 12-07-2010,1,
09-07-2010 to 13-07-2010,1,
10-07-2010 to 14-07-2010,1,
11-07-2010 to 15-07-2010,1,
12-07-2010 to 16-07-2010,1,
13-07-2010 to 17-07-2010,1,
14-07-2010 to 18-07-2010,1,
15-07-2010 to 19-07-2010,1,
16-07-2010 to 20-07-2010,1,
17-07-2010 to 21-07-2010,1,
18-07-2010 to 22-07-2010,0,
19-07-2010 to 23-07-2010,0,
20-07-2010 to 24-07-2010,0,
21-07-2010 to 25-07-2010,0,
22-07-2010 to 26-07-2010,0,
23-07-2010 to 27-07-2010,0,
24-07-2010 to 28-07-2010,0,
25-07-2010 to 29-07-2010,1,
26-07-2010 to 30-07-2010,1,
27-07-2010 to 31-07-2010,1,
28-07-2010 to 01-08-2010,1,
29-07-2010 to 02-08-2010,1,
30-07-2010 to 03-08-2010,0,
31-07-2010 to 04-08-2010,0,
01-08-2010 to 05-08-2010,0,
02-08-2010 to 06-08-2010,0,
03-08-2010 to 07-08-2010,0,
04-08-2010 to 08-08-2010,0,
05-08-2010 to 09-08-2010,0,
06-08-2010 to 10-08-2010,1,
07-08-2010 to 11-08-2010,1,
08-08-2010 to 12-08-2010,1,
09-08-2010 to 13-08-2010,1,
10-08-2010 to 14-08-2010,1,
11-08-2010 to 15-08-2010,1,
12-08-2010 to 16-08-2010,1,
13-08-2010 to 17-08-2010,0,
14-08-2010 to 18-08-2010,0,
15-08-2010 to 19-08-2010,0,
16-08-2010 to 20-08-2010,0,
17-08-2010 to 21-08-2010,0,
18-08-2010 to 22-08-2010,0,
19-08-2010 to 23-08-2010,0,
20-08-2010 to 24-08-2010,0,
21-08-2010 to 25-08-2010,0,
22-08-2010 to 26-08-2010,0,
23-08-2010 to 27-08-2010,0,
24-08-2010 to 28-08-2010,0,
25-08-2010 to 29-08-2010,0,
26-08-2010 to 30-08-2010,0,
27-08-2010 to 31-08-2010,0,
28-08-2010 to 01-06-2011,0,
29-08-2010 to 02-06-2011,0,
30-08-2010 to 03-06-2011,0,
31-08-2010 to 04-06-2011,0,
01-06-2011 to 05-06-2011,0,
02-06-2011 to 06-06-2011,0,
03-06-2011 to 07-06-2011,0,
04-06-2011 to 08-06-2011,0,
05-06-2011 to 09-06-2011,0,
06-06-2011 to 10-06-2011,0,
07-06-2011 to 11-06-2011,0,
08-06-2011 to 12-06-2011,0,
09-06-2011 to 13-06-2011,0,
10-06-2011 to 14-06-2011,0,
11-06-2011 to 15-06-2011,0,
12-06-2011 to 16-06-2011,0,
13-06-2011 to 17-06-2011,0,
14-06-2011 to 18-06-2011,0,
15-06-2011 to 19-06-2011,0,
16-06-2011 to 20-06-2011,0,
17-06-2011 to 21-06-2011,0,
18-06-2011 to 22-06-2011,0,
19-06-2011 to 23-06-2011,0,
20-06-2011 to 24-06-2011,0,
21-06-2011 to 25-06-2011,0,
22-06-2011 to 26-06-2011,0,
23-06-2011 to 27-06-2011,0,
24-06-2011 to 28-06-2011,0,
25-06-2011 to 29-06-2011,0,
26-06-2011 to 30-06-2011,0,
27-06-2011 to 01-07-2011,1,
28-06-2011 to 02-07-2011,1,
29-06-2011 to 03-07-2011,0,
30-06-2011 to 04-07-2011,0,
01-07-2011 to 05-07-2011,0,
02-07-2011 to 06-07-2011,0,
03-07-2011 to 07-07-2011,0,
04-07-2011 to 08-07-2011,0,
05-07-2011 to 09-07-2011,0,
06-07-2011 to 10-07-2011,0,
07-07-2011 to 11-07-2011,0,
08-07-2011 to 12-07-2011,0,
09-07-2011 to 13-07-2011,0,
10-07-2011 to 14-07-2011,0,
11-07-2011 to 15-07-2011,0,
12-07-2011 to 16-07-2011,0,
13-07-2011 to 17-07-2011,0,
14-07-2011 to 18-07-2011,0,
15-07-2011 to 19-07-2011,0,
16-07-2011 to 20-07-2011,0,
17-07-2011 to 21-07-2011,0,
18-07-2011 to 22-07-2011,0,
19-07-2011 to 23-07-2011,0,
20-07-2011 to 24-07-2011,0,
21-07-2011 to 25-07-2011,0,
22-07-2011 to 26-07-2011,0,
23-07-2011 to 27-07-2011,0,
24-07-2011 to 28-07-2011,0,
25-07-2011 to 29-07-2011,0,
26-07-2011 to 30-07-2011,1,
27-07-2011 to 31-07-2011,1,
28-07-2011 to 01-08-2011,1,
29-07-2011 to 02-08-2011,1,
30-07-2011 to 03-08-2011,1,
31-07-2011 to 04-08-2011,0,
01-08-2011 to 05-08-2011,0,
02-08-2011 to 06-08-2011,0,
03-08-2011 to 07-08-2011,0,
04-08-2011 to 08-08-2011,0,
05-08-2011 to 09-08-2011,0,
06-08-2011 to 10-08-2011,0,
07-08-2011 to 11-08-2011,0,
08-08-2011 to 12-08-2011,0,
09-08-2011 to 13-08-2011,0,
10-08-2011 to 14-08-2011,0,
11-08-2011 to 15-08-2011,0,
12-08-2011 to 16-08-2011,0,
13-08-2011 to 17-08-2011,0,
14-08-2011 to 18-08-2011,0,
15-08-2011 to 19-08-2011,0,
16-08-2011 to 20-08-2011,0,
17-08-2011 to 21-08-2011,0,
18-08-2011 to 22-08-2011,0,
19-08-2011 to 23-08-2011,0,
20-08-2011 to 24-08-2011,0,
21-08-2011 to 25-08-2011,0,
22-08-2011 to 26-08-2011,0,
23-08-2011 to 27-08-2011,1,
24-08-2011 to 28-08-2011,0,
25-08-2011 to 29-08-2011,0,
26-08-2011 to 30-08-2011,0,
27-08-2011 to 31-08-2011,0,
28-08-2011 to 01-06-2012,0,
29-08-2011 to 02-06-2012,0,
30-08-2011 to 03-06-2012,0,
31-08-2011 to 04-06-2012,0,
01-06-2012 to 05-06-2012,0,
02-06-2012 to 06-06-2012,0,
03-06-2012 to 07-06-2012,0,
04-06-2012 to 08-06-2012,0,
05-06-2012 to 09-06-2012,0,
06-06-2012 to 10-06-2012,0,
07-06-2012 to 11-06-2012,0,
08-06-2012 to 12-06-2012,0,
09-06-2012 to 13-06-2012,0,
10-06-2012 to 14-06-2012,0,
11-06-2012 to 15-06-2012,0,
12-06-2012 to 16-06-2012,0,
13-06-2012 to 17-06-2012,0,
14-06-2012 to 18-06-2012,0,
15-06-2012 to 19-06-2012,0,
16-06-2012 to 20-06-2012,0,
17-06-2012 to 21-06-2012,0,
18-06-2012 to 22-06-2012,0,
19-06-2012 to 23-06-2012,0,
20-06-2012 to 24-06-2012,0,
21-06-2012 to 25-06-2012,0,
22-06-2012 to 26-06-2012,0,
23-06-2012 to 27-06-2012,0,
24-06-2012 to 28-06-2012,0,
25-06-2012 to 29-06-2012,0,
26-06-2012 to 30-06-2012,0,
27-06-2012 to 01-07-2012,0,
28-06-2012 to 02-07-2012,0,
29-06-2012 to 03-07-2012,0,
30-06-2012 to 04-07-2012,0,
01-07-2012 to 05-07-2012,0,
02-07-2012 to 06-07-2012,1,
03-07-2012 to 07-07-2012,1,
04-07-2012 to 08-07-2012,0,
05-07-2012 to 09-07-2012,0,
06-07-2012 to 10-07-2012,0,
07-07-2012 to 11-07-2012,0,
08-07-2012 to 12-07-2012,0,
09-07-2012 to 13-07-2012,0,
10-07-2012 to 14-07-2012,0,
11-07-2012 to 15-07-2012,0,
12-07-2012 to 16-07-2012,0,
